headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,attain,を達成する；に達する / 《...に》到達する《to》,/əˈteɪn/,2563,"With hard work and dedication, you can attain your goals.",努力と献身で、あなたは目標を達成することができます。,2996343
,,,auction,【名/C/U】競売 / 【動/他】〈物〉を競売にかける,/ˈɔːkʃən/,2621,I won the bid at the auction.,私はオークションで入札に勝ちました。,3008883
,,,automobile,《米》自動車  / 自動の;自動車の,/ˈɔː.tə.mə.biːl/,2749,I bought a new automobile yesterday.,私は昨日新しい自動車を買いました。,2996419
,,,aversion,"【名/U】《...に対する》嫌悪, 毛嫌い《to ...》 【名/C】大嫌いなもの",/əˈvɜːrʒən/,2787,He had an aversion to anything sweet.,彼は甘いものに対して嫌悪感を持っていた。,1626788
,,,basket,"かご,バスケット  / (…の)かご1杯(basketful)《+of+名》  / (バスケットボールで)ゴールの網  / 得点",/'bæskɪt/,3416,I put the apples in the basket.,私はリンゴをかごに入れました。,2996567
,,,bilateral,"相互の, 双方の / 左右相称の,両側のある / 双務的な, 相互に義務を負う",/baɪˈlætərəl/,4080,The two countries have a strong bilateral relationship.,2つの国は強い二国間関係を持っています。,1628887
,,,blend,(分離できないほどに)…'を'混ぜ合わせる;(…に)…'を'混ぜる《+名+with+名》  / 混じる;溶け合う  / (…と)調和する《+with+名》(harmonize),/blɛnd/,4381,The artist skillfully blends the colors to create a beautiful painting.,アーティストは色を巧みに混ぜ合わせて美しい絵を作り出します。,2996803
,,,bounce,"〈ボールなどが〉はずむ,はる返る  / 〈人が〉はねる  / …'を'はずませる,はる返らせる",/baʊns/,4931,The ball will bounce when it hits the ground.,ボールは地面に当たるとはずみます。,3008931
,,,brokerage,【名/U】仲買業；仲買手数料【C】仲介会社,/ˈbrəʊkərɪdʒ/,5328,I contacted a brokerage firm to help me invest in stocks.,私は株式投資のために証券会社に連絡しました。,1632190
,,,bureaucrat,【名/C】官僚・吏吏 / 官僚的な人,/bjʊəˈrɒkræt/,5617,The bureaucrat was responsible for handling the paperwork.,その官僚は書類の処理を担当していました。,3009117
,,,inflow,〈U〉流入  / 〈C〉流入物,/ˈɪnˌfloʊ/,21837,The inflow of tourists has significantly increased in recent years.,観光客の流入は近年、大幅に増加しています。,1649960
,,,cabinet,"キャビネット(引出し・たな・仕切などのある箱・戸だな)  / 《しばしばCabinet》《集合的に》《単数・複数扱い》内閣,(内閣の)閣僚連  / 《英》閣議  / 《古》小さい個室",/'kæbɪnət/,5853,The president appointed a new cabinet.,大統領は新しい閣僚を任命しました,3009175
,,,calendar,"〈C〉暦,カレンダー  / 〈C〉〈U〉暦法  / 〈U〉〈C〉年中行事表;訴訟事件表,議事日程表",/ˈkæl.ən.dər/,5965,I always mark important dates on my calendar.,私はいつも大切な日付をカレンダーに記入します。,3009193
,,,campus,"(大学などの)構内,キャンパス;学園  / 《米》(大学の)分校",/'kæmpəs/,6093,I love walking around the campus and exploring all the different buildings.,私はキャンパスを散策して、さまざまな建物を探検するのが好きです。,3009220
,,,capitalize,"【動/他】大文字にする,資本化する,投資する,資本価値を算出する",/ˈkæpɪtəˌlaɪz/,6266,Please remember to capitalize the first letter of each word.,各単語の最初の文字を大文字にすることを覚えてください。,3009246
,,,captain,"長,かしら(chief)  / 船長,艦長;(吾行機の)機長  / (チームの)主将,キャプテン;組長  / 陸軍大慰;海軍大佐;《米》(空軍・海兵隊の)大慰,《英》空軍大佐  /",/ˈkæp.tən/,6289,The captain of the ship is responsible for the safety of the crew and passengers.,船長は乗組員と乗客の安全を責任を持っています。,3009250
,,,carrier,"運搬する人;輸送業者(会社)  / 運搬する物,運客車;運客設備  / (…の)媒介体,保菌者《+of+名》  / (またaircraft carrier)航空母艦  / (自転車・車の)荷台",/ˈkæriər/,6463,The carrier transported the goods to the warehouse.,運搬人は商品を倉庫に運びました。,3009275
,,,certification,"〈U〉証明,保証,認可,検定;証明書の交付  / 〈C〉証明書(certificate)",/sɝː.tɪ.fɪˈkeɪ.ʃən/,6906,She received her certification as a yoga instructor.,彼女はヨガインストラクターの資格を取得しました。,1635750
,,,celebrity,"〈U〉名声,高名  / 〈C〉有名人,名士",/səˈlɛbrəti/,6769,"On encountering the celebrity, they asked for his autograph.",彼らは有名人と出くわすなり、サインをもとめた。,21828
,,,cease,"〈自〉止む,終わる / 〈他〉をやめる,を中止する",/sis/,6752,The fighting ceased after the peace treaty was signed.,平和条約が署名された後、戦闘は終了した。,3009373
,,,certificate,"〈C〉証明書,免許証(状),卒業証書",/sərˈtɪfɪkət/,6903,I received a certificate for completing the course.,私はコースを修了したことを証明するための証明書を受け取りました。,3009409
,,,chaos,"〈U〉(天地創造以前の)混とん  / 〈U〉(一般に)混乱状態,無秩序;〈C〉混乱したもの",/ˈkeɪ.ɒs/,7035,The world was in chaos before the creation of heaven and earth.,天地創造以前、世界は混とんとしていました。,3009337
,,,client,"[弁護]依頼人,訴訟依頼人  / (商売上の)おとくい(customer)",/'klaɪənt/,7862,The lawyer met with the client to discuss the case.,弁護士は依頼人と会って事件について話し合った。,3009538
,,,clinic,"〈U〉(医学の)臨床講義  / 〈C〉《集合的に》臨床講義のクラス  / 〈C〉臨床講義室  / 〈C〉(病院・医科大学・社会事業団などに付属した)診療所;《形容詞を判って》医療施設,病院  / 〈C〉(警察・学校・社会事業団などに付属した)相談所",/'klɪnɪk/,7888,I have an appointment at the clinic tomorrow.,明日、私はクリニックで予約があります。,1641756
,,,clue,"〈C〉(問題などを解く) 手がかり, 糸口 /",/kl(uː)/,8024,I found a clue that led me to the hidden treasure.,私は隠された宝物へと導く手がかりを見つけました。,2996979
,,,collectively,"集合的に, 集団で, 一丸となって / まとめると, 全体として",/kəˈlɛktɪvli/,8313,The team was able to achieve their goal because they worked collectively towards it.,チームが目標を達成できたのは、その目標に向かって一丸となって取り組んだからです。,1626011
,,,colonial,"植民地の, 植民の / 英国植民地(時代)の",/kəˈloʊnɪəl/,8357,The country gained independence from its colonial rulers.,その国は植民地支配者から独立を達成した。,1641309
,,,commissioner,"(政付が任命する)委員,理事  / (中央官庁・地方自治体の)長官,局長;弁務官  / 《米》(プロスポーツの)コミッショナー(運営の最高責任者で制裁権を持つ)",/kəˈmɪʃənər/,8531,The commissioner appointed a new committee.,政付が新しい委員会を任命しました。,1642156
,,,commentator,"注釈者  / (ラジオ・てレビの)解説者,実況放送者",/kɒmənˈteɪtər/,8511,The commentator provided insightful analysis during the live broadcast.,注釈者は生放送中に洞察力のある分析を提供しました。,3009667
,,,compel,【動/他】《...するように》〈人〉に強いる《to do》 / 《...に》...を強要する《from ...》,/kəmˈpɛl/,8641,The evidence was compelling enough to convince the jury of his guilt.,証拠は十分に説得力があり、陪審団を彼の有罪に納得させるには十分だった。,3009697
,,,comparable,【形1】比較可能な　【形2】匹敵する、相当する、同等な,/kəmˈpærəbəl/,8622,The performance of the new model is comparable to that of the previous version.,新しいモデルの性能は、前のバージョンと匹敵しています。,3009688
,,,competent,"有能な,能力のある;適任の / 満足のいく / 法的権限のある",/kɑmˈpɪtənt/,8652,She is a competent manager who can handle any task efficiently.,彼女はどんな仕事も効率的に処理できる有能なマネージャーです。,3009701
,,,compile,〈資料など〉をまとめる / 〈辞書など〉を編集する / 〈ソースコードなど〉を機械語に翻訳する,/kəmˈpaɪl/,8657,I need to compile all the data before the meeting.,会議前にすべてのデータをまとめる必要があります。,3009704
,,,compliance,"【名】《要求・命令などへの》承諾,応諾 《with ...》/ (企業などにおける)法令遵守 / 服従, 盲従",/kəmˈplaɪəns/,8685,Compliance with the rules is mandatory.,ルールに従うことは義務です。,3009713
,,,conjunction,"〈C〉接続詞(and,but,for,sinceなど)  / 《文》〈U〉〈C〉結合,連結;(事件などの)同時発生  / 〈U〉合(ごう)(二つ以上の天体が同じ黄経上にあること)",/kənˈdʒʌŋkʃən/,8996,"In English grammar, we use conjunctions to join sentences together.",英文法では、文をつなぎ合わせるために接続詞を使います。,3009795
,,,consent,"〈自〉《...に》同意する, 承諾する《to ...》 / 〈他〉に同意する",/kənˈsɛnt/,9049,He consented on the spot.,彼は即座に承知した。,28475
,,,conscious,"《補語にのみ用いて》気づいている,知っている,意識している  / 《補語にのみ用いて》(…に)反応を示す,意識(知覚)のある《+to+名》  / 《名詞の前にのみ用いて》意識した,わざとらしい  / 考えることができる,意志のある",/ˈkɒnʃəs/,9040,She is conscious of her surroundings.,彼女は周囲に気づいている。,3009799
,,,consolidation,"〈U〉強化すること, 強化されること / 〈U/C〉(会社・組織などの) 合併,合体,統合",/kənˌsɒlɪˈdeɪʃən/,9091,The consolidation of the company's assets will lead to increased efficiency.,会社の資産の統合は効率の向上につながります。,1628909
